Date;Open;High;Low;Close;Volume
2000-07-17 04:00:00;41421.779777526855;41421.779777526855;40512.65978240967;40739.939781188965;19385
2000-07-18 04:00:00;40683.11978149414;41649.05977630615;40683.11978149414;41080.85977935791;25205
2000-07-19 04:00:00;40910.39978027344;41535.419776916504;40626.29978179932;41364.95977783203;17126
2000-07-20 04:00:00;41251.31977844238;42501.359771728516;41137.679779052734;42274.07977294922;18742
2000-07-21 04:00:00;42160.43977355957;42728.63977050781;42046.79977416992;42671.81977081299;16814
2000-07-24 04:00:00;42671.81977081299;43069.55976867676;41762.6997756958;41933.15977478027;14615
2000-07-25 04:00:00;41762.6997756958;41933.15977478027;41251.31977844238;41535.419776916504;13883
2000-07-26 04:00:00;41478.59977722168;41649.05977630615;40739.939781188965;41024.039779663086;14762
2000-07-27 04:00:00;41024.039779663086;41592.23977661133;40910.39978027344;41137.679779052734;12353
2000-07-28 04:00:00;41137.679779052734;41478.59977722168;40910.39978027344;40967.21977996826;12850
2000-07-31 04:00:00;40512.65978240967;41364.95977783203;40228.55978393555;40967.21977996826;19481
2000-08-01 04:00:00;40967.21977996826;41251.31977844238;40683.11978149414;40853.57978057861;16626
2000-08-02 04:00:00;40853.57978057861;41364.95977783203;40796.75978088379;41024.039779663086;15230
2000-08-03 04:00:00;40967.21977996826;41421.779777526855;40569.47978210449;40910.39978027344;15137
2000-08-04 04:00:00;40796.75978088379;41024.039779663086;40569.47978210449;40626.29978179932;12389
2000-08-07 04:00:00;40626.29978179932;40910.39978027344;40342.199783325195;40399.01978302002;12616
2000-08-08 04:00:00;40455.839782714844;40853.57978057861;40342.199783325195;40796.75978088379;15584
2000-08-09 04:00:00;40683.11978149414;40739.939781188965;40399.01978302002;40512.65978240967;21466
2000-08-10 04:00:00;40455.839782714844;40796.75978088379;40228.55978393555;40285.37978363037;17658
2000-08-11 04:00:00;40228.55978393555;40342.199783325195;39546.719787597656;39717.17978668213;18551
2000-08-14 04:00:00;39660.359786987305;40058.099784851074;39546.719787597656;39944.459785461426;14873
2000-08-15 04:00:00;39944.459785461426;40058.099784851074;39717.17978668213;39944.459785461426;8128
2000-08-16 04:00:00;39887.6397857666;40739.939781188965;39887.6397857666;40569.47978210449;20428
2000-08-17 04:00:00;40569.47978210449;41024.039779663086;40399.01978302002;40569.47978210449;18718
2000-08-18 04:00:00;40512.65978240967;40626.29978179932;40228.55978393555;40342.199783325195;21695
2000-08-21 04:00:00;40285.37978363037;40285.37978363037;39887.6397857666;40058.099784851074;15683
2000-08-22 04:00:00;40058.099784851074;40342.199783325195;39830.81978607178;39887.6397857666;18264
2000-08-23 04:00:00;39773.99978637695;39944.459785461426;39660.359786987305;39830.81978607178;20807
2000-08-24 04:00:00;39830.81978607178;40171.73978424072;39660.359786987305;40001.27978515625;20764
2000-08-25 04:00:00;39944.459785461426;40512.65978240967;39944.459785461426;40114.9197845459;21622
2000-08-28 04:00:00;40967.21977996826;41251.31977844238;40455.839782714844;40796.75978088379;20965
2000-08-29 04:00:00;41137.679779052734;42046.79977416992;41137.679779052734;41876.33977508545;39334
2000-08-30 04:00:00;41649.05977630615;41989.9797744751;41194.49977874756;41251.31977844238;117
2000-08-31 04:00:00;41080.85977935791;41364.95977783203;41080.85977935791;41364.95977783203;32
2000-09-01 04:00:00;41535.419776916504;41649.05977630615;41535.419776916504;41649.05977630615;45
2000-09-05 04:00:00;41819.519775390625;42274.07977294922;41705.87977600098;41705.87977600098;2
2000-09-06 04:00:00;42330.89977264404;42330.89977264404;42160.43977355957;42330.89977264404;3
2000-09-07 04:00:00;41251.31977844238;41251.31977844238;41137.679779052734;41137.679779052734;3
2000-09-08 04:00:00;41251.31977844238;41251.31977844238;41137.679779052734;41308.13977813721;3
2000-09-11 04:00:00;41251.31977844238;41251.31977844238;41137.679779052734;41876.33977508545;19
2000-09-12 04:00:00;43126.37976837158;43126.37976837158;42274.07977294922;42274.07977294922;19
2000-09-13 04:00:00;43126.37976837158;43126.37976837158;42274.07977294922;41478.59977722168;1
2000-09-14 04:00:00;41137.679779052734;41137.679779052734;41137.679779052734;41137.679779052734;5
2000-09-18 04:00:00;42728.63977050781;42728.63977050781;42671.81977081299;41819.519775390625;6
2000-09-19 04:00:00;42046.79977416992;42046.79977416992;42046.79977416992;42046.79977416992;6
2000-09-20 04:00:00;42046.79977416992;42046.79977416992;42046.79977416992;41705.87977600098;6
2000-09-21 04:00:00;42046.79977416992;42046.79977416992;42046.79977416992;41762.6997756958;6
2000-09-22 04:00:00;42046.79977416992;42046.79977416992;42046.79977416992;42330.89977264404;6
2000-09-25 04:00:00;42046.79977416992;42046.79977416992;42046.79977416992;42330.89977264404;3
2000-09-26 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;43183.199768066406;3
2000-09-27 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;43296.839767456055;3
2000-09-28 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;43296.839767456055;3
2000-09-29 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;43637.759765625;3
2000-10-02 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;43637.759765625;3
2000-10-03 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;44376.419761657715;3
2000-10-04 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;45342.35975646973;3
2000-10-05 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;45569.63975524902;3
2000-10-06 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;45342.35975646973;3
2000-10-09 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;45342.35975646973;3
2000-10-10 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;44887.79975891113;3
2000-10-11 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;45399.17975616455;3
2000-10-12 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;45569.63975524902;3
2000-10-13 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;46365.11975097656;3
2000-10-16 04:00:00;43183.199768066406;43183.199768066406;43183.199768066406;46365.11975097656;2
2000-10-17 04:00:00;46194.65975189209;46194.65975189209;46194.65975189209;46194.65975189209;2
2000-10-18 04:00:00;46194.65975189209;46194.65975189209;46194.65975189209;45910.55975341797;2
2000-10-19 04:00:00;46194.65975189209;46194.65975189209;46194.65975189209;46137.839752197266;10
2000-10-23 04:00:00;45626.45975494385;45626.45975494385;45626.45975494385;45626.45975494385;10
2000-10-25 04:00:00;45626.45975494385;45626.45975494385;45626.45975494385;45342.35975646973;10
2000-10-26 04:00:00;45626.45975494385;45626.45975494385;45626.45975494385;45001.43975830078;10
2000-10-27 04:00:00;45626.45975494385;45626.45975494385;45626.45975494385;44603.69976043701;1
2000-10-30 05:00:00;44546.87976074219;44546.87976074219;44546.87976074219;44546.87976074219;1
2000-11-02 05:00:00;44546.87976074219;44546.87976074219;44546.87976074219;45967.37975311279;1
2000-11-06 05:00:00;44546.87976074219;44546.87976074219;44546.87976074219;47615.159744262695;1
2000-11-07 05:00:00;44546.87976074219;44546.87976074219;44546.87976074219;48012.899742126465;1
2000-11-08 05:00:00;44546.87976074219;44546.87976074219;44546.87976074219;48524.27973937988;1
2000-11-09 05:00:00;44546.87976074219;44546.87976074219;44546.87976074219;48012.899742126465;1
2000-11-13 05:00:00;44546.87976074219;44546.87976074219;44546.87976074219;47444.69974517822;1
2000-11-14 05:00:00;44546.87976074219;44546.87976074219;44546.87976074219;47274.23974609375;313
2000-11-15 05:00:00;47444.69974517822;47501.51974487305;47387.8797454834;47387.8797454834;357
2000-11-16 05:00:00;47160.5997467041;47331.059745788574;47103.77974700928;47331.059745788574;637
2000-11-17 05:00:00;47387.8797454834;47842.43974304199;47387.8797454834;47558.33974456787;475
2000-11-20 05:00:00;47956.07974243164;48240.17974090576;47842.43974304199;48240.17974090576;593
2000-11-21 05:00:00;47842.43974304199;47956.07974243164;47785.61974334717;47785.61974334717;289
2000-11-22 05:00:00;47842.43974304199;47899.25974273682;47842.43974304199;47785.61974334717;396
2000-11-24 05:00:00;47956.07974243164;47956.07974243164;47842.43974304199;47899.25974273682;357
2000-11-27 05:00:00;48012.899742126465;48296.999740600586;47899.25974273682;48296.999740600586;139
2000-11-28 05:00:00;47842.43974304199;47842.43974304199;47671.97974395752;47671.97974395752;218
2000-11-29 05:00:00;47217.419746398926;47217.419746398926;47046.95974731445;47160.5997467041;65
2000-11-30 05:00:00;46592.39974975586;46819.679748535156;46592.39974975586;46592.39974975586;6
2000-12-01 05:00:00;47331.059745788574;47501.51974487305;47331.059745788574;47501.51974487305;1
2000-12-04 05:00:00;47728.799743652344;47728.799743652344;47728.799743652344;47728.799743652344;3
2000-12-18 05:00:00;48069.71974182129;48069.71974182129;48069.71974182129;48978.83973693848;1
2000-12-21 05:00:00;49547.03973388672;49547.03973388672;49547.03973388672;49547.03973388672;773
2000-12-26 05:00:00;50058.41973114014;50115.23973083496;49887.959732055664;50001.59973144531;501
2000-12-27 05:00:00;49547.03973388672;50115.23973083496;49319.75973510742;50058.41973114014;23
2000-12-28 05:00:00;50228.87973022461;50228.87973022461;50228.87973022461;50228.87973022461;23
2000-12-29 05:00:00;50228.87973022461;50228.87973022461;50228.87973022461;50569.799728393555;23
2001-01-02 05:00:00;50228.87973022461;50228.87973022461;50228.87973022461;50569.799728393555;1466
2001-01-16 05:00:00;49774.319732666016;49774.319732666016;49433.39973449707;49660.67973327637;957
2001-01-17 05:00:00;49092.479736328125;49319.75973510742;48978.83973693848;49149.29973602295;519
2001-01-18 05:00:00;49433.39973449707;49774.319732666016;49433.39973449707;49717.49973297119;940
2001-01-19 05:00:00;49603.85973358154;49887.959732055664;49547.03973388672;49660.67973327637;519
2001-01-22 05:00:00;48865.19973754883;48865.19973754883;48751.55973815918;48751.55973815918;940
2001-01-23 05:00:00;49035.6597366333;49262.9397354126;48978.83973693848;49206.11973571777;134
2001-01-24 05:00:00;48637.91973876953;48865.19973754883;48637.91973876953;48694.739738464355;270
2001-01-25 05:00:00;48865.19973754883;48978.83973693848;48637.91973876953;48751.55973815918;217
2001-01-26 05:00:00;48524.27973937988;48637.91973876953;48410.639739990234;48637.91973876953;270
2001-01-29 05:00:00;47615.159744262695;47728.799743652344;47444.69974517822;47444.69974517822;481
2001-01-30 05:00:00;47331.059745788574;47615.159744262695;47331.059745788574;47444.69974517822;640
2001-01-31 05:00:00;47558.33974456787;47671.97974395752;47387.8797454834;47387.8797454834;263
2001-02-01 05:00:00;47501.51974487305;47558.33974456787;47387.8797454834;47387.8797454834;304
2001-02-02 05:00:00;47956.07974243164;48126.53974151611;47956.07974243164;48069.71974182129;146
2001-02-05 05:00:00;48410.639739990234;48524.27973937988;48353.81974029541;48410.639739990234;126
2001-02-06 05:00:00;48126.53974151611;48183.35974121094;48069.71974182129;48069.71974182129;266
2001-02-07 05:00:00;48524.27973937988;48637.91973876953;48410.639739990234;48637.91973876953;398
2001-02-08 05:00:00;48183.35974121094;48183.35974121094;48012.899742126465;48012.899742126465;266
2001-02-09 05:00:00;47728.799743652344;47785.61974334717;47615.159744262695;47785.61974334717;154
2001-02-12 05:00:00;47728.799743652344;47842.43974304199;47671.97974395752;47671.97974395752;441
2001-02-14 05:00:00;47671.97974395752;47956.07974243164;47671.97974395752;47785.61974334717;445
2001-02-15 05:00:00;48296.999740600586;48637.91973876953;48296.999740600586;48524.27973937988;179
2001-02-16 05:00:00;48183.35974121094;48410.639739990234;48126.53974151611;48410.639739990234;196
2001-02-20 05:00:00;48183.35974121094;48467.45973968506;48126.53974151611;48296.999740600586;341
2001-02-21 05:00:00;48240.17974090576;48410.639739990234;48183.35974121094;48183.35974121094;243
2001-02-22 05:00:00;47842.43974304199;47899.25974273682;47728.799743652344;47728.799743652344;283
2001-02-26 05:00:00;47501.51974487305;47728.799743652344;47501.51974487305;47671.97974395752;42
2001-02-27 05:00:00;47558.33974456787;47615.159744262695;47558.33974456787;47615.159744262695;212
2001-02-28 05:00:00;47842.43974304199;48069.71974182129;47842.43974304199;48012.899742126465;43
2001-03-01 05:00:00;48637.91973876953;48751.55973815918;48637.91973876953;48751.55973815918;46
2001-03-02 05:00:00;49206.11973571777;49319.75973510742;49149.29973602295;49319.75973510742;15
2001-03-05 05:00:00;49092.479736328125;49092.479736328125;49092.479736328125;48978.83973693848;7
2001-03-07 05:00:00;49092.479736328125;49206.11973571777;49035.6597366333;49035.6597366333;7
2001-03-08 05:00:00;49092.479736328125;49092.479736328125;49035.6597366333;48467.45973968506;2
2001-03-09 05:00:00;48524.27973937988;48524.27973937988;48524.27973937988;48524.27973937988;7
2001-03-12 05:00:00;48524.27973937988;48524.27973937988;48410.639739990234;48524.27973937988;5
2001-03-13 05:00:00;48978.83973693848;48978.83973693848;48978.83973693848;48978.83973693848;4
2001-03-14 05:00:00;48637.91973876953;48637.91973876953;48637.91973876953;48069.71974182129;993
2001-03-15 05:00:00;49433.39973449707;49490.219734191895;49092.479736328125;49092.479736328125;594
2001-03-16 05:00:00;47956.07974243164;48410.639739990234;47956.07974243164;48069.71974182129;569
2001-03-19 05:00:00;47274.23974609375;47615.159744262695;47274.23974609375;47444.69974517822;117
2001-03-20 05:00:00;47501.51974487305;47671.97974395752;47501.51974487305;47671.97974395752;314
2001-03-21 05:00:00;48183.35974121094;48183.35974121094;48126.53974151611;48126.53974151611;238
2001-03-22 05:00:00;47728.799743652344;47728.799743652344;47387.8797454834;47387.8797454834;706
2001-03-23 05:00:00;46762.85974884033;46876.49974822998;46535.579750061035;46819.679748535156;673
2001-03-26 05:00:00;47387.8797454834;47501.51974487305;47160.5997467041;47387.8797454834;178
2001-03-27 05:00:00;47671.97974395752;47785.61974334717;47671.97974395752;47785.61974334717;141
2001-03-28 05:00:00;47899.25974273682;47899.25974273682;47728.799743652344;47842.43974304199;374
2001-03-29 05:00:00;47558.33974456787;47728.799743652344;47501.51974487305;47615.159744262695;269
2001-03-30 05:00:00;47103.77974700928;47103.77974700928;46819.679748535156;46933.319747924805;321
2001-04-02 04:00:00;47274.23974609375;47671.97974395752;47274.23974609375;47558.33974456787;405
2001-04-04 04:00:00;47501.51974487305;47785.61974334717;47331.059745788574;47785.61974334717;449
2001-04-05 04:00:00;48069.71974182129;48353.81974029541;48069.71974182129;48353.81974029541;545
2001-04-06 04:00:00;48183.35974121094;48637.91973876953;48183.35974121094;48581.09973907471;193
2001-04-09 04:00:00;47785.61974334717;48296.999740600586;47785.61974334717;48240.17974090576;355
2001-04-10 04:00:00;48012.899742126465;48126.53974151611;47956.07974243164;47956.07974243164;375
2001-04-11 04:00:00;47558.33974456787;47615.159744262695;47444.69974517822;47558.33974456787;574
2001-04-12 04:00:00;47842.43974304199;47899.25974273682;47728.799743652344;47842.43974304199;496
2001-04-16 04:00:00;48296.999740600586;48637.91973876953;48296.999740600586;48524.27973937988;265
2001-04-17 04:00:00;48183.35974121094;48410.639739990234;48126.53974151611;48353.81974029541;176
2001-04-18 04:00:00;47558.33974456787;47671.97974395752;47558.33974456787;47671.97974395752;609
2001-04-19 04:00:00;47501.51974487305;47671.97974395752;47501.51974487305;47501.51974487305;332
2001-04-20 04:00:00;46478.75975036621;46706.03974914551;46421.93975067139;46421.93975067139;578
2001-04-23 04:00:00;45967.37975311279;46194.65975189209;45796.91975402832;45796.91975402832;67
2001-04-24 04:00:00;44717.33975982666;45001.43975830078;44717.33975982666;45001.43975830078;146
2001-04-25 04:00:00;44205.95976257324;44319.59976196289;44205.95976257324;44205.95976257324;67
2001-04-26 04:00:00;44490.05976104736;44774.159759521484;44490.05976104736;44774.159759521484;47
2001-04-27 04:00:00;45285.5397567749;45285.5397567749;45058.259757995605;45058.259757995605;102
2001-04-30 04:00:00;44546.87976074219;44546.87976074219;44319.59976196289;44319.59976196289;127
2001-05-01 04:00:00;45228.71975708008;45342.35975646973;45228.71975708008;45285.5397567749;30
2001-05-02 04:00:00;45342.35975646973;45399.17975616455;45342.35975646973;45342.35975646973;30
2001-05-03 04:00:00;45342.35975646973;45342.35975646973;45342.35975646973;45626.45975494385;30
2001-05-04 04:00:00;45569.63975524902;45569.63975524902;45569.63975524902;45569.63975524902;4
2001-05-07 04:00:00;46365.11975097656;46365.11975097656;46024.19975280762;46365.11975097656;4
2001-05-08 04:00:00;46365.11975097656;46365.11975097656;46365.11975097656;45626.45975494385;3
2001-05-09 04:00:00;44774.159759521484;44830.97975921631;44774.159759521484;44774.159759521484;3
2001-05-10 04:00:00;44774.159759521484;44774.159759521484;44774.159759521484;44944.61975860596;3
2001-05-11 04:00:00;43524.11976623535;43524.11976623535;43524.11976623535;43524.11976623535;3
2001-05-14 04:00:00;43524.11976623535;43524.11976623535;43524.11976623535;43524.11976623535;363
2001-05-15 04:00:00;45796.91975402832;45910.55975341797;45740.099754333496;45796.91975402832;494
