Date;Open;High;Low;Close;Volume
2000-01-03 05:00:00;144697.81677166745;145675.11799200438;145675.11799200438;144697.81677166745;0
2000-01-04 05:00:00;144697.81677166745;145675.11799200438;145675.11799200438;143061.39800604247;0
2000-01-05 05:00:00;143061.39800604247;145675.11799200438;145675.11799200438;142390.9192352295;0
2000-01-06 05:00:00;142390.9192352295;145675.11799200438;145675.11799200438;142572.74045983888;0
2000-01-07 05:00:00;142572.74045983888;145675.11799200438;145675.11799200438;141902.2616890259;0
2000-01-10 05:00:00;141902.2616890259;145675.11799200438;145675.11799200438;142640.92168505862;0
2000-01-11 05:00:00;142640.92168505862;145675.11799200438;145675.11799200438;142697.74168475345;0
2000-01-12 05:00:00;142697.74168475345;145675.11799200438;145675.11799200438;141845.44168933108;1
2000-01-13 05:00:00;147277.43920898438;147277.43920898438;147277.43920898438;147277.43920898438;0
2000-01-14 05:00:00;141845.44168933108;145675.11799200438;145675.11799200438;141981.8180118408;0
2000-01-18 05:00:00;141981.8180118408;145675.11799200438;145675.11799200438;142379.55800970457;0
2000-01-19 05:00:00;142379.55800970457;145675.11799200438;145675.11799200438;142947.75800665282;0
2000-01-20 05:00:00;142947.75800665282;145675.11799200438;145675.11799200438;142527.28168566898;0
2000-01-21 05:00:00;142527.28168566898;145675.11799200438;145675.11799200438;143231.85800512694;0
2000-01-24 05:00:00;143231.85800512694;145675.11799200438;145675.11799200438;143913.69800146483;0
2000-01-25 05:00:00;143913.69800146483;145675.11799200438;145675.11799200438;143754.59922790527;0
2000-01-26 05:00:00;143754.59922790527;145675.11799200438;145675.11799200438;144050.0604519043;0
2000-01-27 05:00:00;144050.0604519043;145675.11799200438;145675.11799200438;145186.4604458008;0
2000-01-28 05:00:00;145186.4604458008;145675.11799200438;145675.11799200438;148095.64165576175;0
2000-01-31 05:00:00;148095.64165576175;145675.11799200438;145675.11799200438;148095.64165576175;0
2000-02-01 05:00:00;148095.64165576175;145675.11799200438;145675.11799200438;145947.85676495358;0
2000-02-02 05:00:00;145947.85676495358;145675.11799200438;145675.11799200438;146345.59676281735;0
2000-02-03 05:00:00;146345.59676281735;145675.11799200438;145675.11799200438;145641.0204433594;0
2000-02-04 05:00:00;145641.0204433594;145675.11799200438;145675.11799200438;145516.01921844482;0
2000-02-07 05:00:00;145516.01921844482;145675.11799200438;145675.11799200438;146288.77676312253;0
2000-02-08 05:00:00;146288.77676312253;145675.11799200438;145675.11799200438;146345.59676281735;0
2000-02-09 05:00:00;146345.59676281735;145675.11799200438;145675.11799200438;147334.2592086792;0
2000-02-10 05:00:00;147334.2592086792;145675.11799200438;145675.11799200438;147209.25798376463;0
2000-02-11 05:00:00;147209.25798376463;145675.11799200438;145675.11799200438;147595.6367561035;0
2000-02-14 05:00:00;147595.6367561035;145675.11799200438;145675.11799200438;147629.72043267824;0
2000-02-15 05:00:00;147629.72043267824;145675.11799200438;145675.11799200438;147777.45798071288;0
2000-02-16 05:00:00;147777.45798071288;145675.11799200438;145675.11799200438;147152.4379840698;0
2000-02-17 05:00:00;147152.4379840698;145675.11799200438;145675.11799200438;146868.3379855957;0
2000-02-18 05:00:00;146868.3379855957;145675.11799200438;145675.11799200438;147175.16043511964;0
2000-02-22 05:00:00;147175.16043511964;145675.11799200438;145675.11799200438;146629.69676129147;0
2000-02-23 05:00:00;146629.69676129147;145675.11799200438;145675.11799200438;146891.06043664552;0
2000-02-24 05:00:00;146891.06043664552;145675.11799200438;145675.11799200438;147277.43920898438;0
2000-02-25 05:00:00;147277.43920898438;145675.11799200438;145675.11799200438;146141.0392150879;0
2000-02-28 05:00:00;146141.0392150879;145675.11799200438;145675.11799200438;148084.28043023683;0
2000-02-29 05:00:00;148084.28043023683;145675.11799200438;145675.11799200438;147209.25798376463;0
2000-03-01 05:00:00;147209.25798376463;145675.11799200438;145675.11799200438;147391.07920837402;0
2000-03-02 05:00:00;147391.07920837402;145675.11799200438;145675.11799200438;148163.83675305173;0
2000-03-03 05:00:00;148163.83675305173;145675.11799200438;145675.11799200438;150129.8004192505;0
2000-03-06 05:00:00;150129.8004192505;145675.11799200438;145675.11799200438;151152.56041375734;0
2000-03-07 05:00:00;151152.56041375734;145675.11799200438;145675.11799200438;151879.85918426514;0
2000-03-08 05:00:00;151879.85918426514;145675.11799200438;145675.11799200438;150618.4579654541;0
2000-03-09 05:00:00;150618.4579654541;145675.11799200438;145675.11799200438;148391.11675183102;0
2000-03-10 05:00:00;148391.11675183102;145675.11799200438;145675.11799200438;148493.38165362552;0
2000-03-13 05:00:00;148493.38165362552;145675.11799200438;145675.11799200438;149141.13797338866;0
2000-03-14 05:00:00;149141.13797338866;145675.11799200438;145675.11799200438;149436.5991973877;0
2000-03-15 05:00:00;149436.5991973877;145675.11799200438;145675.11799200438;150391.1779666748;0
2000-03-16 05:00:00;150391.1779666748;145675.11799200438;145675.11799200438;149470.69674603269;0
2000-03-17 05:00:00;149470.69674603269;145675.11799200438;145675.11799200438;149982.0767432861;0
2000-03-20 05:00:00;149982.0767432861;145675.11799200438;145675.11799200438;150243.44041864015;0
2000-03-21 05:00:00;150243.44041864015;145675.11799200438;145675.11799200438;150243.44041864015;0
2000-03-22 05:00:00;150243.44041864015;145675.11799200438;145675.11799200438;149504.78042260744;0
2000-03-23 05:00:00;149504.78042260744;145675.11799200438;145675.11799200438;149982.0767432861;0
2000-03-24 05:00:00;149982.0767432861;145675.11799200438;145675.11799200438;150061.61919403076;0
2000-03-27 05:00:00;150061.61919403076;145675.11799200438;145675.11799200438;149697.97674481198;0
2000-03-28 05:00:00;149697.97674481198;145675.11799200438;145675.11799200438;150004.79919433594;0
2000-03-29 05:00:00;150004.79919433594;145675.11799200438;145675.11799200438;150845.73796423338;0
2000-03-30 05:00:00;150845.73796423338;145675.11799200438;145675.11799200438;152323.0579562988;102
2000-03-31 05:00:00;152323.0579562988;145675.11799200438;145675.11799200438;151118.4767371826;0
2000-04-03 04:00:00;151118.4767371826;145675.11799200438;145675.11799200438;151607.12041131593;0
2000-04-04 04:00:00;151607.12041131593;145675.11799200438;145675.11799200438;151913.95673291013;51
2000-04-05 04:00:00;153641.2791748047;153641.2791748047;153641.2791748047;153641.2791748047;0
2000-04-06 04:00:00;151913.95673291013;145675.11799200438;145675.11799200438;152288.96040765382;0
2000-04-07 04:00:00;152288.96040765382;145675.11799200438;145675.11799200438;151709.39918518066;0
2000-04-10 04:00:00;151709.39918518066;145675.11799200438;145675.11799200438;151527.57796057127;0
2000-04-11 04:00:00;151527.57796057127;145675.11799200438;145675.11799200438;152288.96040765382;0
2000-04-12 04:00:00;152288.96040765382;145675.11799200438;145675.11799200438;151982.13795812987;0
